"row","country","year","poldis","ecdis"
"810","PERU",1985,-99,-99
"811","PERU",1986,-99,-99
"812","PERU",1987,-99,-99
"813","PERU",1988,-99,-99
"814","PERU",1989,-99,-99
"815","PERU",1990,3,3
"816","PERU",1991,3,3
"817","PERU",1992,3,3
"818","PERU",1993,3,3
"819","PERU",1994,3,3
"820","PERU",1995,3,3
"821","PERU",1996,3,3
"822","PERU",1997,3,3
"823","PERU",1998,3,3
"824","PERU",1999,3,3
"825","PERU",2000,3,3
"826","PERU",2001,3,3
"827","PERU",2002,3,3
"828","PERU",2003,3,3
"829","PERU",1940,-99,-99
"830","PERU",1945,-99,-99
"831","PERU",1950,-99,-99
"832","PERU",1955,-99,-99
"833","PERU",1960,-99,-99
"834","PERU",1965,-99,-99
"835","PERU",1970,-99,-99
"836","PERU",1975,-99,-99
"837","PERU",1980,2,2
"838","PERU",1985,-99,-99
"839","PERU",1986,-99,-99
"840","PERU",1987,-99,-99
"841","PERU",1988,-99,-99
"842","PERU",1989,-99,-99
"843","PERU",1990,2,2
"844","PERU",1991,2,2
"845","PERU",1992,2,2
"846","PERU",1993,2,2
"847","PERU",1994,2,4
"848","PERU",1995,2,4
"849","PERU",1996,2,4
"850","PERU",1997,2,4
"851","PERU",1998,2,3
"852","PERU",1999,2,3
"853","PERU",2000,2,3
"854","PERU",2001,2,3
"855","PERU",2002,2,3
"856","PERU",2003,2,3
"857","PERU",1940,-99,-99
"858","PERU",1945,-99,-99
"859","PERU",1950,-99,-99
"860","PERU",1955,-99,-99
"861","PERU",1960,-99,-99
"862","PERU",1965,-99,-99
"863","PERU",1970,-99,-99
"864","PERU",1975,-99,-99
"865","PERU",1980,2,2
"866","PERU",1985,-99,-99
"867","PERU",1986,-99,-99
"868","PERU",1987,-99,-99
"869","PERU",1988,-99,-99
"870","PERU",1989,-99,-99
"871","PERU",1990,2,2
"872","PERU",1991,2,2
"873","PERU",1992,2,2
"874","PERU",1993,2,4
"875","PERU",1994,2,4
"876","PERU",1995,2,4
"877","PERU",1996,2,4
"878","PERU",1997,2,4
"879","PERU",1998,2,4
"880","PERU",1999,2,3
"881","PERU",2000,2,3
"882","PERU",2001,2,3
"883","PERU",2002,2,3
"884","PERU",2003,2,3
"885","BRAZIL",1940,-99,-99
"886","BRAZIL",1945,-99,-99
"887","BRAZIL",1950,-99,-99
"888","BRAZIL",1955,-99,-99
"889","BRAZIL",1960,-99,-99
"890","BRAZIL",1965,-99,-99
"891","BRAZIL",1970,-99,-99
"892","BRAZIL",1975,-99,-99
"893","BRAZIL",1980,3,3
"894","BRAZIL",1985,-99,-99
"895","BRAZIL",1986,-99,-99
"896","BRAZIL",1987,-99,-99
"897","BRAZIL",1988,-99,-99
"898","BRAZIL",1989,-99,-99
"899","BRAZIL",1990,3,3
"900","BRAZIL",1991,3,3
"901","BRAZIL",1992,3,3
"902","BRAZIL",1993,3,3
"903","BRAZIL",1994,3,3
"904","BRAZIL",1995,3,3
"905","BRAZIL",1996,3,3
"906","BRAZIL",1997,3,3
"907","BRAZIL",1998,3,3
"908","BRAZIL",1999,3,3
"909","BRAZIL",2000,3,3
"910","BRAZIL",2001,3,3
"911","BRAZIL",2002,3,3
"912","BRAZIL",2003,3,3
"913","BRAZIL",1940,-99,-99
"914","BRAZIL",1945,-99,-99
"915","BRAZIL",1950,-99,-99
"916","BRAZIL",1955,-99,-99
"917","BRAZIL",1960,-99,-99
"918","BRAZIL",1965,-99,-99
"919","BRAZIL",1970,-99,-99
"920","BRAZIL",1975,-99,-99
"921","BRAZIL",1980,3,4
"922","BRAZIL",1985,-99,-99
"923","BRAZIL",1986,-99,-99
"924","BRAZIL",1987,-99,-99
"925","BRAZIL",1988,-99,-99
"926","BRAZIL",1989,-99,-99
"927","BRAZIL",1990,3,3
"928","BRAZIL",1991,3,3
"929","BRAZIL",1992,3,3
"930","BRAZIL",1993,3,3
"931","BRAZIL",1994,3,3
"932","BRAZIL",1995,3,3
"933","BRAZIL",1996,3,3
"934","BRAZIL",1997,3,3
"935","BRAZIL",1998,3,3
"936","BRAZIL",1999,3,3
"937","BRAZIL",2000,4,3
"938","BRAZIL",2001,4,3
"939","BRAZIL",2002,4,3
"940","BRAZIL",2003,4,3
"941","BOLIVIA",1940,-99,-99
"942","BOLIVIA",1945,-99,-99
"943","BOLIVIA",1950,-99,-99
"944","BOLIVIA",1955,-99,-99
"945","BOLIVIA",1960,-99,-99
"946","BOLIVIA",1965,-99,-99
"947","BOLIVIA",1970,-99,-99
"948","BOLIVIA",1975,-99,-99
"949","BOLIVIA",1980,3,3
"950","BOLIVIA",1985,-99,-99
"951","BOLIVIA",1986,-99,-99
"952","BOLIVIA",1987,-99,-99
"953","BOLIVIA",1988,-99,-99
"954","BOLIVIA",1989,-99,-99
"955","BOLIVIA",1990,3,3
"956","BOLIVIA",1991,3,3
"957","BOLIVIA",1992,3,3
"958","BOLIVIA",1993,1,1
"959","BOLIVIA",1994,1,1
"960","BOLIVIA",1995,1,1
"961","BOLIVIA",1996,1,1
"962","BOLIVIA",1997,1,1
"963","BOLIVIA",1998,1,1
"964","BOLIVIA",1999,1,1
"965","BOLIVIA",2000,1,1
"966","BOLIVIA",2001,1,1
"967","BOLIVIA",2002,1,1
"968","BOLIVIA",2003,1,1
"969","BOLIVIA",1940,-99,-99
"970","BOLIVIA",1945,-99,-99
"971","BOLIVIA",1950,-99,-99
"972","BOLIVIA",1955,-99,-99
"973","BOLIVIA",1960,-99,-99
"974","BOLIVIA",1965,-99,-99
"975","BOLIVIA",1970,-99,-99
"976","BOLIVIA",1975,-99,-99
"977","BOLIVIA",1980,3,3
"978","BOLIVIA",1985,-99,-99
"979","BOLIVIA",1986,-99,-99
"980","BOLIVIA",1987,-99,-99
"981","BOLIVIA",1988,-99,-99
"982","BOLIVIA",1989,-99,-99
"983","BOLIVIA",1990,3,3
"984","BOLIVIA",1991,3,3
"985","BOLIVIA",1992,3,3
"986","BOLIVIA",1993,1,3
"987","BOLIVIA",1994,1,3
"988","BOLIVIA",1995,1,3
"989","BOLIVIA",1996,1,2
"990","BOLIVIA",1997,1,2
"991","BOLIVIA",1998,1,2
"992","BOLIVIA",1999,1,2
"993","BOLIVIA",2000,1,2
"994","BOLIVIA",2001,1,2
"995","BOLIVIA",2002,1,2
"996","BOLIVIA",2003,1,2
"997","PARAGUAY",1940,-99,-99
"998","PARAGUAY",1945,-99,-99
"999","PARAGUAY",1950,-99,-99
"1000","PARAGUAY",1955,-99,-99
"1001","PARAGUAY",1960,-99,-99
"1002","PARAGUAY",1965,-99,-99
"1003","PARAGUAY",1970,-99,-99
"1004","PARAGUAY",1975,-99,-99
"1005","PARAGUAY",1980,3,4
"1006","PARAGUAY",1985,-99,-99
"1007","PARAGUAY",1986,-99,-99
"1008","PARAGUAY",1987,-99,-99
"1009","PARAGUAY",1988,-99,-99
"1010","PARAGUAY",1989,-99,-99
"1011","PARAGUAY",1990,3,4
"1012","PARAGUAY",1991,3,4
"1013","PARAGUAY",1992,3,4
"1014","PARAGUAY",1993,1,3
"1015","PARAGUAY",1994,1,3
"1016","PARAGUAY",1995,1,3
"1017","PARAGUAY",1996,1,3
"1018","PARAGUAY",1997,1,3
"1019","PARAGUAY",1998,1,3
"1020","PARAGUAY",1999,1,3
"1021","PARAGUAY",2000,1,3
"1022","PARAGUAY",2001,1,3
"1023","PARAGUAY",2002,1,3
"1024","PARAGUAY",2003,1,3
"1025","CHILE",1940,-99,-99
"1026","CHILE",1945,-99,-99
"1027","CHILE",1950,-99,-99
"1028","CHILE",1955,-99,-99
"1029","CHILE",1960,-99,-99
"1030","CHILE",1965,-99,-99
"1031","CHILE",1970,-99,-99
"1032","CHILE",1975,-99,-99
"1033","CHILE",1980,4,4
"1034","CHILE",1985,-99,-99
"1035","CHILE",1986,-99,-99
"1036","CHILE",1987,-99,-99
"1037","CHILE",1988,-99,-99
"1038","CHILE",1989,-99,-99
"1039","CHILE",1990,2,2
"1040","CHILE",1991,2,2
"1041","CHILE",1992,2,2
"1042","CHILE",1993,2,2
"1043","CHILE",1994,2,2
"1044","CHILE",1995,2,2
"1045","CHILE",1996,2,2
"1046","CHILE",1997,2,2
"1047","CHILE",1998,2,2
"1048","CHILE",1999,2,2
"1049","CHILE",2000,2,2
"1050","CHILE",2001,2,2
"1051","CHILE",2002,2,2
"1052","CHILE",2003,2,2
"1053","ARGENTINA",1940,-99,-99
"1054","ARGENTINA",1945,-99,-99
"1055","ARGENTINA",1950,-99,-99
"1056","ARGENTINA",1955,-99,-99
"1057","ARGENTINA",1960,-99,-99
"1058","ARGENTINA",1965,-99,-99
"1059","ARGENTINA",1970,-99,-99
"1060","ARGENTINA",1975,-99,-99
"1061","ARGENTINA",1980,0,0
"1062","ARGENTINA",1985,-99,-99
"1063","ARGENTINA",1986,-99,-99
"1064","ARGENTINA",1987,-99,-99
"1065","ARGENTINA",1988,-99,-99
"1066","ARGENTINA",1989,-99,-99
"1067","ARGENTINA",1990,-99,-99
"1068","ARGENTINA",1991,-99,-99
"1069","ARGENTINA",1992,-99,-99
"1070","ARGENTINA",1993,-99,-99
"1071","ARGENTINA",1994,-99,-99
"1072","ARGENTINA",1995,-99,-99
"1073","ARGENTINA",1996,-99,-99
"1074","ARGENTINA",1997,-99,-99
"1075","ARGENTINA",1998,-99,-99
"1076","ARGENTINA",1999,1,0
"1077","ARGENTINA",2000,1,0
"1078","ARGENTINA",2001,1,0
"1079","ARGENTINA",2002,1,0
"1080","ARGENTINA",2003,1,0
"1081","ARGENTINA",1940,-99,-99
"1082","ARGENTINA",1945,-99,-99
"1083","ARGENTINA",1950,-99,-99
"1084","ARGENTINA",1955,-99,-99
"1085","ARGENTINA",1960,-99,-99
"1086","ARGENTINA",1965,-99,-99
"1087","ARGENTINA",1970,-99,-99
"1088","ARGENTINA",1975,-99,-99
"1089","ARGENTINA",1980,2,1
"1090","ARGENTINA",1985,-99,-99
"1091","ARGENTINA",1986,-99,-99
"1092","ARGENTINA",1987,-99,-99
"1093","ARGENTINA",1988,-99,-99
"1094","ARGENTINA",1989,-99,-99
"1095","ARGENTINA",1990,2,1
"1096","ARGENTINA",1991,2,1
"1097","ARGENTINA",1992,2,1
"1098","ARGENTINA",1993,2,1
"1099","ARGENTINA",1994,2,1
"1100","ARGENTINA",1995,2,1
"1101","ARGENTINA",1996,2,1
"1102","ARGENTINA",1997,2,1
"1103","ARGENTINA",1998,2,1
"1104","ARGENTINA",1999,2,1
"1105","ARGENTINA",2000,2,1
"1106","ARGENTINA",2001,2,1
"1107","ARGENTINA",2002,2,1
"1108","ARGENTINA",2003,2,1
"1109","USSR",1955,-99,-99
"1110","UK",1940,-99,-99
"1111","UK",1945,-99,-99
"1112","UK",1950,-99,-99
"1113","UK",1955,-99,-99
"1114","UK",1960,-99,-99
"1115","UK",1965,-99,-99
"1116","UK",1970,-99,-99
"1117","UK",1975,-99,-99
"1118","UK",1980,1,3
"1119","UK",1985,-99,-99
"1120","UK",1986,-99,-99
"1121","UK",1987,-99,-99
"1122","UK",1988,-99,-99
"1123","UK",1989,-99,-99
"1124","UK",1990,1,3
"1125","UK",1991,1,3
"1126","UK",1992,1,3
"1127","UK",1993,1,3
"1128","UK",1994,1,3
"1129","UK",1995,1,3
"1130","UK",1996,1,3
"1131","UK",1997,1,3
"1132","UK",1998,1,3
"1133","UK",1999,1,3
"1134","UK",2000,1,3
"1135","UK",2001,1,3
"1136","UK",2002,1,3
"1137","UK",2003,1,3
"1138","UK",1940,-99,-99
"1139","UK",1945,-99,-99
"1140","UK",1950,-99,-99
"1141","UK",1955,-99,-99
"1142","UK",1960,-99,-99
"1143","UK",1965,-99,-99
"1144","UK",1970,-99,-99
"1145","UK",1975,-99,-99
"1146","UK",1980,0,0
"1147","UK",1985,-99,-99
"1148","UK",1986,-99,-99
"1149","UK",1987,-99,-99
"1150","UK",1988,-99,-99
"1151","UK",1989,-99,-99
"1152","UK",1990,0,0
"1153","UK",1991,0,0
"1154","UK",1992,0,0
"1155","UK",1993,0,0
"1156","UK",1994,0,0
"1157","UK",1995,0,0
"1158","UK",1996,0,0
"1159","UK",1997,0,0
"1160","UK",1998,0,0
"1161","UK",1999,0,0
"1162","UK",2000,0,0
"1163","UK",2001,0,0
"1164","UK",2002,0,0
"1165","UK",2003,0,0
"1166","UK",1940,-99,-99
"1167","UK",1945,-99,-99
"1168","UK",1950,-99,-99
"1169","UK",1955,-99,-99
"1170","UK",1960,-99,-99
"1171","UK",1965,-99,-99
"1172","UK",1970,-99,-99
"1173","UK",1975,-99,-99
"1174","UK",1980,1,3
"1175","UK",1985,-99,-99
"1176","UK",1986,-99,-99
"1177","UK",1987,-99,-99
"1178","UK",1988,-99,-99
"1179","UK",1989,-99,-99
"1180","UK",1990,1,3
"1181","UK",1991,1,3
"1182","UK",1992,1,3
"1183","UK",1993,1,3
"1184","UK",1994,1,3
"1185","UK",1995,1,3
"1186","UK",1996,1,3
"1187","UK",1997,1,3
"1188","UK",1998,1,3
"1189","UK",1999,1,3
"1190","UK",2000,1,3
"1191","UK",2001,1,3
"1192","UK",2002,1,3
"1193","UK",2003,1,3
"1194","UK",1940,-99,-99
"1195","UK",1945,-99,-99
"1196","UK",1950,-99,-99
"1197","UK",1955,-99,-99
"1198","UK",1960,-99,-99
"1199","UK",1965,-99,-99
"1200","UK",1970,-99,-99
"1201","UK",1975,-99,-99
"1202","UK",1980,1,3
"1203","UK",1985,-99,-99
"1204","UK",1986,-99,-99
"1205","UK",1987,-99,-99
"1206","UK",1988,-99,-99
"1207","UK",1989,-99,-99
"1208","UK",1990,1,3
"1209","UK",1991,1,3
"1210","UK",1992,1,3
"1211","UK",1993,1,3
"1212","UK",1994,1,3
"1213","UK",1995,1,3
"1214","UK",1996,1,3
"1215","UK",1997,1,3
"1216","UK",1998,1,3
"1217","UK",1999,1,3
"1218","UK",2000,1,3
"1219","UK",2001,1,3
"1220","UK",2002,1,3
"1221","UK",2003,1,3
"1222","FRANCE",1940,-99,-99
"1223","FRANCE",1945,-99,-99
"1224","FRANCE",1950,-99,-99
"1225","FRANCE",1955,-99,-99
"1226","FRANCE",1960,-99,-99
"1227","FRANCE",1965,-99,-99
"1228","FRANCE",1970,-99,-99
"1229","FRANCE",1975,-99,-99
"1230","FRANCE",1980,2,2
"1231","FRANCE",1985,-99,-99
"1232","FRANCE",1986,-99,-99
"1233","FRANCE",1987,-99,-99
"1234","FRANCE",1988,-99,-99
"1235","FRANCE",1989,-99,-99
"1236","FRANCE",1990,2,2
"1237","FRANCE",1991,2,2
"1238","FRANCE",1992,2,2
"1239","FRANCE",1993,2,2
"1240","FRANCE",1994,2,2
"1241","FRANCE",1995,2,2
"1242","FRANCE",1996,2,2
"1243","FRANCE",1997,2,2
"1244","FRANCE",1998,2,2
"1245","FRANCE",1999,2,1
"1246","FRANCE",2000,2,1
"1247","FRANCE",2001,2,1
"1248","FRANCE",2002,2,1
"1249","FRANCE",2003,2,1
"1250","FRANCE",1940,-99,-99
"1251","FRANCE",1945,-99,-99
"1252","FRANCE",1950,-99,-99
"1253","FRANCE",1955,-99,-99
"1254","FRANCE",1960,-99,-99
"1255","FRANCE",1965,-99,-99
"1256","FRANCE",1970,-99,-99
"1257","FRANCE",1975,-99,-99
"1258","FRANCE",1980,0,1
"1259","FRANCE",1985,-99,-99
"1260","FRANCE",1986,-99,-99
"1261","FRANCE",1987,-99,-99
"1262","FRANCE",1988,-99,-99
"1263","FRANCE",1989,-99,-99
"1264","FRANCE",1990,-99,-99
"1265","FRANCE",1991,-99,-99
"1266","FRANCE",1992,-99,-99
"1267","FRANCE",1993,-99,-99
"1268","FRANCE",1994,-99,-99
"1269","FRANCE",1995,-99,-99
"1270","FRANCE",1996,-99,-99
"1271","FRANCE",1997,-99,-99
"1272","FRANCE",1998,-99,-99
"1273","FRANCE",1999,-99,-99
"1274","FRANCE",2000,-99,-99
"1275","FRANCE",2001,-99,-99
"1276","FRANCE",2002,-99,-99
"1277","FRANCE",2003,-99,-99
"1278","FRANCE",1940,-99,-99
"1279","FRANCE",1945,-99,-99
"1280","FRANCE",1950,-99,-99
"1281","FRANCE",1955,-99,-99
"1282","FRANCE",1960,-99,-99
"1283","FRANCE",1965,-99,-99
"1284","FRANCE",1970,-99,-99
"1285","FRANCE",1975,-99,-99
"1286","FRANCE",1980,0,1
"1287","FRANCE",1985,-99,-99
"1288","FRANCE",1986,-99,-99
"1289","FRANCE",1987,-99,-99
"1290","FRANCE",1988,-99,-99
"1291","FRANCE",1989,-99,-99
"1292","FRANCE",1990,0,1
"1293","FRANCE",1991,0,1
"1294","FRANCE",1992,0,1
"1295","FRANCE",1993,0,1
"1296","FRANCE",1994,0,1
"1297","FRANCE",1995,0,1
"1298","FRANCE",1996,0,1
"1299","FRANCE",1997,0,1
"1300","FRANCE",1998,0,1
"1301","FRANCE",1999,0,1
"1302","FRANCE",2000,0,1
"1303","FRANCE",2001,0,1
"1304","FRANCE",2002,0,1
"1305","FRANCE",2003,0,1
"1306","FRANCE",1940,-99,-99
"1307","FRANCE",1945,-99,-99
"1308","FRANCE",1950,-99,-99
"1309","FRANCE",1955,-99,-99
"1310","FRANCE",1960,-99,-99
"1311","FRANCE",1965,-99,-99
"1312","FRANCE",1970,-99,-99
"1313","FRANCE",1975,-99,-99
"1314","FRANCE",1980,2,3
"1315","FRANCE",1985,-99,-99
"1316","FRANCE",1986,-99,-99
"1317","FRANCE",1987,-99,-99
"1318","FRANCE",1988,-99,-99
"1319","FRANCE",1989,-99,-99
"1320","FRANCE",1990,4,3
"1321","FRANCE",1991,4,3
"1322","FRANCE",1992,4,3
"1323","FRANCE",1993,4,3
"1324","FRANCE",1994,4,3
"1325","FRANCE",1995,4,3
"1326","FRANCE",1996,4,3
"1327","FRANCE",1997,4,3
"1328","FRANCE",1998,4,3
"1329","FRANCE",1999,4,3
"1330","FRANCE",2000,4,3
"1331","FRANCE",2001,4,3
"1332","FRANCE",2002,4,3
"1333","FRANCE",2003,4,3
"1334","FRANCE",1940,-99,-99
"1335","FRANCE",1945,-99,-99
"1336","FRANCE",1950,-99,-99
"1337","FRANCE",1955,-99,-99
"1338","FRANCE",1960,-99,-99
"1339","FRANCE",1965,-99,-99
"1340","FRANCE",1970,-99,-99
"1341","FRANCE",1975,-99,-99
"1342","FRANCE",1980,3,3
"1343","FRANCE",1985,-99,-99
"1344","FRANCE",1986,-99,-99
"1345","FRANCE",1987,-99,-99
"1346","FRANCE",1988,-99,-99
"1347","FRANCE",1989,-99,-99
"1348","FRANCE",1990,3,3
"1349","FRANCE",1991,3,3
"1350","FRANCE",1992,3,3
"1351","FRANCE",1993,3,3
"1352","FRANCE",1994,3,3
"1353","FRANCE",1995,3,3
"1354","FRANCE",1996,3,3
"1355","FRANCE",1997,3,3
"1356","FRANCE",1998,3,3
"1357","FRANCE",1999,3,3
"1358","FRANCE",2000,3,3
"1359","FRANCE",2001,3,3
"1360","FRANCE",2002,3,3
"1361","FRANCE",2003,3,3
"1362","SWITZERLAND",1940,-99,-99
"1363","SWITZERLAND",1945,-99,-99
"1364","SWITZERLAND",1950,-99,-99
"1365","SWITZERLAND",1955,-99,-99
"1366","SWITZERLAND",1960,-99,-99
"1367","SWITZERLAND",1965,-99,-99
"1368","SWITZERLAND",1970,-99,-99
"1369","SWITZERLAND",1975,-99,-99
"1370","SWITZERLAND",1980,0,0
"1371","SWITZERLAND",1985,-99,-99
"1372","SWITZERLAND",1986,-99,-99
"1373","SWITZERLAND",1987,-99,-99
"1374","SWITZERLAND",1988,-99,-99
"1375","SWITZERLAND",1989,-99,-99
"1376","SWITZERLAND",1990,0,0
"1377","SWITZERLAND",1991,0,0
"1378","SWITZERLAND",1992,0,0
"1379","SWITZERLAND",1993,0,0
"1380","SWITZERLAND",1994,0,0
"1381","SWITZERLAND",1995,0,0
"1382","SWITZERLAND",1996,0,0
"1383","SWITZERLAND",1997,0,0
"1384","SWITZERLAND",1998,0,0
"1385","SWITZERLAND",1999,0,0
"1386","SWITZERLAND",2000,0,0
"1387","SWITZERLAND",2001,0,0
"1388","SWITZERLAND",2002,0,0
"1389","SWITZERLAND",2003,0,0
"1390","SWITZERLAND",1940,-99,-99
"1391","SWITZERLAND",1945,-99,-99
"1392","SWITZERLAND",1950,-99,-99
"1393","SWITZERLAND",1955,-99,-99
"1394","SWITZERLAND",1960,-99,-99
"1395","SWITZERLAND",1965,-99,-99
"1396","SWITZERLAND",1970,-99,-99
"1397","SWITZERLAND",1975,-99,-99
"1398","SWITZERLAND",1980,4,2
"1399","SWITZERLAND",1985,-99,-99
"1400","SWITZERLAND",1986,-99,-99
"1401","SWITZERLAND",1987,-99,-99
"1402","SWITZERLAND",1988,-99,-99
"1403","SWITZERLAND",1989,-99,-99
"1404","SWITZERLAND",1990,4,2
"1405","SWITZERLAND",1991,4,2
"1406","SWITZERLAND",1992,4,2
"1407","SWITZERLAND",1993,4,2
"1408","SWITZERLAND",1994,4,2
"1409","SWITZERLAND",1995,4,2
"1410","SWITZERLAND",1996,4,2
"1411","SWITZERLAND",1997,4,2
"1412","SWITZERLAND",1998,4,2
"1413","SWITZERLAND",1999,4,2
"1414","SWITZERLAND",2000,4,2
"1415","SWITZERLAND",2001,4,2
"1416","SWITZERLAND",2002,4,2
"1417","SWITZERLAND",2003,4,2
"1418","SPAIN",1940,-99,-99
"1419","SPAIN",1945,-99,-99
"1420","SPAIN",1950,-99,-99
"1421","SPAIN",1955,-99,-99
"1422","SPAIN",1960,-99,-99
"1423","SPAIN",1965,-99,-99
"1424","SPAIN",1970,-99,-99
"1425","SPAIN",1975,-99,-99
"1426","SPAIN",1980,0,0
"1427","SPAIN",1985,-99,-99
"1428","SPAIN",1986,-99,-99
"1429","SPAIN",1987,-99,-99
"1430","SPAIN",1988,-99,-99
"1431","SPAIN",1989,-99,-99
"1432","SPAIN",1990,0,0
"1433","SPAIN",1991,0,0
"1434","SPAIN",1992,0,0
"1435","SPAIN",1993,0,0
"1436","SPAIN",1994,0,0
"1437","SPAIN",1995,0,0
"1438","SPAIN",1996,0,0
"1439","SPAIN",1997,0,0
"1440","SPAIN",1998,0,0
"1441","SPAIN",1999,0,0
"1442","SPAIN",2000,0,0
"1443","SPAIN",2001,0,0
"1444","SPAIN",2002,0,0
"1445","SPAIN",2003,0,0
"1446","SPAIN",1940,-99,-99
"1447","SPAIN",1945,-99,-99
"1448","SPAIN",1950,-99,-99
"1449","SPAIN",1955,-99,-99
"1450","SPAIN",1960,-99,-99
"1451","SPAIN",1965,-99,-99
"1452","SPAIN",1970,-99,-99
"1453","SPAIN",1975,-99,-99
"1454","SPAIN",1980,0,0
"1455","SPAIN",1985,-99,-99
"1456","SPAIN",1986,-99,-99
"1457","SPAIN",1987,-99,-99
"1458","SPAIN",1988,-99,-99
"1459","SPAIN",1989,-99,-99
"1460","SPAIN",1990,0,0
"1461","SPAIN",1991,0,0
"1462","SPAIN",1992,0,0
"1463","SPAIN",1993,0,0
"1464","SPAIN",1994,0,0
"1465","SPAIN",1995,0,0
"1466","SPAIN",1996,0,0
"1467","SPAIN",1997,0,0
"1468","SPAIN",1998,0,0
"1469","SPAIN",1999,0,0
"1470","SPAIN",2000,0,0
"1471","SPAIN",2001,0,0
"1472","SPAIN",2002,0,0
"1473","SPAIN",2003,0,0
"1474","SPAIN",1940,-99,-99
"1475","SPAIN",1945,-99,-99
"1476","SPAIN",1950,-99,-99
"1477","SPAIN",1955,-99,-99
"1478","SPAIN",1960,-99,-99
"1479","SPAIN",1965,-99,-99
"1480","SPAIN",1970,-99,-99
"1481","SPAIN",1975,-99,-99
"1482","SPAIN",1980,3,3
"1483","SPAIN",1985,-99,-99
"1484","SPAIN",1986,-99,-99
"1485","SPAIN",1987,-99,-99
"1486","SPAIN",1988,-99,-99
"1487","SPAIN",1989,-99,-99
"1488","SPAIN",1990,2,3
"1489","SPAIN",1991,2,3
"1490","SPAIN",1992,2,3
"1491","SPAIN",1993,2,3
"1492","SPAIN",1994,2,3
"1493","SPAIN",1995,2,3
"1494","SPAIN",1996,2,3
"1495","SPAIN",1997,2,3
"1496","SPAIN",1998,2,3
"1497","SPAIN",1999,2,3
"1498","SPAIN",2000,2,3
"1499","SPAIN",2001,2,3
"1500","SPAIN",2002,2,3
"1501","SPAIN",2003,2,3
"1502","GERMANY",1940,-99,-99
"1503","GERMANY",1945,-99,-99
"1504","GERMANY",1990,4,1
"1505","GERMANY",1991,4,1
"1506","GERMANY",1992,4,1
"1507","GERMANY",1993,4,1
"1508","GERMANY",1994,3,1
"1509","GERMANY",1995,3,1
"1510","GERMANY",1996,3,1
"1511","GERMANY",1997,3,1
"1512","GERMANY",1998,3,1
"1513","GERMANY",1999,1,1
"1514","GERMANY",2000,1,1
"1515","GERMANY",2001,1,1
"1516","GERMANY",2002,1,1
"1517","GERMANY",2003,1,1
"1518","WEST GERMANY",1950,-99,-99
"1519","WEST GERMANY",1955,-99,-99
"1520","WEST GERMANY",1960,-99,-99
"1521","WEST GERMANY",1965,-99,-99
"1522","WEST GERMANY",1970,-99,-99
"1523","WEST GERMANY",1975,-99,-99
"1524","WEST GERMANY",1980,4,1
"1525","WEST GERMANY",1985,-99,-99
"1526","WEST GERMANY",1986,-99,-99
"1527","WEST GERMANY",1987,-99,-99
"1528","WEST GERMANY",1988,-99,-99
"1529","WEST GERMANY",1989,-99,-99
"1530","EAST GERMANY",1950,-99,-99
"1531","EAST GERMANY",1955,-99,-99
"1532","EAST GERMANY",1960,-99,-99
"1533","EAST GERMANY",1965,-99,-99
"1534","EAST GERMANY",1970,-99,-99
"1535","EAST GERMANY",1975,-99,-99
"1536","EAST GERMANY",1980,4,1
"1537","EAST GERMANY",1985,-99,-99
"1538","EAST GERMANY",1986,-99,-99
"1539","EAST GERMANY",1987,-99,-99
"1540","EAST GERMANY",1988,-99,-99
"1541","EAST GERMANY",1989,-99,-99
"1542","HUNGARY",1940,-99,-99
"1543","HUNGARY",1945,-99,-99
"1544","HUNGARY",1950,-99,-99
"1545","HUNGARY",1955,-99,-99
"1546","HUNGARY",1960,-99,-99
"1547","HUNGARY",1965,-99,-99
"1548","HUNGARY",1970,-99,-99
"1549","HUNGARY",1975,-99,-99
"1550","HUNGARY",1980,1,1
"1551","HUNGARY",1985,-99,-99
"1552","HUNGARY",1986,-99,-99
"1553","HUNGARY",1987,-99,-99
"1554","HUNGARY",1988,-99,-99
"1555","HUNGARY",1989,-99,-99
"1556","HUNGARY",1990,1,3
"1557","HUNGARY",1991,1,3
"1558","HUNGARY",1992,1,3
"1559","HUNGARY",1993,1,3
"1560","HUNGARY",1994,1,3
"1561","HUNGARY",1995,1,3
"1562","HUNGARY",1996,1,3
"1563","HUNGARY",1997,1,3
"1564","HUNGARY",1998,1,3
"1565","HUNGARY",1999,1,3
"1566","HUNGARY",2000,1,3
"1567","HUNGARY",2001,1,3
"1568","HUNGARY",2002,1,3
"1569","HUNGARY",2003,1,3
"1570","CZECHOSLOVAKIA",1945,-99,-99
"1571","CZECHOSLOVAKIA",1950,-99,-99
"1572","CZECHOSLOVAKIA",1955,-99,-99
"1573","CZECHOSLOVAKIA",1960,-99,-99
"1574","CZECHOSLOVAKIA",1965,-99,-99
"1575","CZECHOSLOVAKIA",1970,-99,-99
"1576","CZECHOSLOVAKIA",1975,-99,-99
"1577","CZECHOSLOVAKIA",1980,2,2
"1578","CZECHOSLOVAKIA",1985,-99,-99
"1579","CZECHOSLOVAKIA",1986,-99,-99
"1580","CZECHOSLOVAKIA",1987,-99,-99
"1581","CZECHOSLOVAKIA",1988,-99,-99
"1582","CZECHOSLOVAKIA",1989,-99,-99
"1583","CZECHOSLOVAKIA",1990,-99,-99
"1584","CZECHOSLOVAKIA",1991,-99,-99
